HR,HRV,LF,HF,LF:HF,AC,Stage,id
59.96201819,2.127857556,8.842658021,9.480988466,0.932672585,0,1,2
60.22288423,2.833333333,8.842470855,9.480566952,0.93269431,0,1,2
60.47404247,4.245913068,8.842240056,9.480205739,0.932705502,0,1,2
60.65461409,5.717905599,8.844846069,9.482442569,0.93276031,0,1,2
60.87412931,7.280109889,8.844577449,9.482334124,0.932742649,0,1,2
60.94755677,8.135996832,8.844269966,9.482644643,0.93267968,0,1,2
60.94239782,8.170067319,8.843912709,9.482238821,0.93268192,0,1,2
60.69193606,6.652067348,8.843613124,9.482473109,0.932627282,0,1,2
60.36357712,5.600099205,8.843509555,9.482823795,0.932581871,0,1,2
59.87485142,6.062177826,8.843507398,9.483063068,0.932558113,0,1,2
59.27623795,9.373425794,8.843773863,9.483839702,0.932509842,0,1,2
58.98767382,12.51443611,8.844182813,9.484209931,0.932516559,0,1,2
58.80601284,14.75635456,8.844759672,9.483985991,0.932599403,0,1,2
58.77699633,15.40111829,8.842711719,9.481166991,0.932660687,0,1,2
58.68883817,14.98425099,8.84303526,9.481144244,0.932697049,0,1,2
58.69097613,13.10534242,8.843616581,9.481443018,0.93272897,0,1,2
58.64897965,10.46555196,8.844265315,9.481902672,0.932752172,0,1,2
58.90573599,6.652067348,8.844855124,9.483015886,0.932704873,0,1,2
59.17205021,3.940530139,8.844965687,9.48297284,0.932720765,0,1,2
59.11136246,3.40750805,8.844841339,9.483125199,0.932692668,0,1,2
59.32864011,4.294699576,8.844646918,9.483658447,0.932619723,0,1,2
59.5913492,5.830951895,8.844710673,9.483205077,0.932671033,0,1,2
59.80592947,7.207249437,8.844612698,9.482611215,0.932719111,0,1,2
59.95710479,8.124038405,8.843984523,9.483109859,0.932603825,0,1,2
60.21353377,8.84747296,8.843525347,9.482605213,0.932605033,0,1,2
60.61205122,9.565563235,8.843215525,9.481136696,0.932716805,0,1,2
60.65099792,9.773831274,8.842737729,9.480947633,0.932685009,0,1,2
60.54354113,9.552486587,8.844788657,9.483775308,0.932623177,0,1,2
60.1606648,7.729812417,8.844443928,9.483785452,0.93258583,0,1,2
59.60365395,6.802777211,8.844597558,9.484195722,0.932561687,0,1,2
59.55229842,6.966188181,8.844709846,9.484965559,0.932497835,0,1,2
59.81874422,6.966188181,8.844772148,9.484436452,0.932556425,0,1,2
60.59474883,7.316268023,8.844582857,9.482483194,0.932728556,0,1,2
61.90444204,11.72722379,8.844003818,9.480348697,0.932877482,0,1,2
63.37149796,19.7673974,8.84330862,9.477544407,0.933080157,0,1,2
64.79421838,28.74891302,8.8423093,9.475445741,0.933181355,0,1,2
66.08532012,37.60983914,8.841145386,9.475177471,0.933084938,0,1,2
66.87362264,43.69146878,8.842741012,9.477439512,0.933030593,0,5,2
67.08607497,45.26526753,8.840988546,9.477849081,0.932805373,0,2,2
66.67394617,42.10634684,8.841775154,9.480869797,0.932591138,0,2,2
65.79144226,34.50040257,8.839907176,9.480657494,0.932414991,2,2,2
64.58316894,25.22289524,8.838584968,9.480355796,0.932305196,0,2,2
63.13811026,21.03568397,8.838154448,9.480469196,0.932248633,0,2,2
61.73380027,26.24933862,8.838601391,9.48007704,0.932334342,0,2,2
60.82414775,34.23975922,8.839812478,9.479968932,0.932472727,0,2,2
60.2611111,39.87933188,8.838990965,9.477058344,0.932672423,0,2,2
60.10136604,41.43200588,8.840526299,9.476774234,0.932862394,0,2,2
60.12117506,38.75600312,8.841961473,9.476867291,0.933004673,0,2,2
60.06341791,33.04962599,8.840703507,9.47494406,0.933061288,0,2,2
60.1369298,25.17163306,8.842014999,9.476835513,0.93301345,0,2,2
60.18673436,16.62160575,8.843166719,9.478867939,0.932934901,0,1,2
60.22118585,8.91627725,8.844001891,9.480601797,0.932852374,0,1,2
60.36152793,3.700600552,8.844299359,9.482080023,0.932738317,0,1,2
60.34099974,1.536590743,8.844361145,9.482564265,0.932697201,0,1,2
60.48731222,2.291287847,8.844322147,9.482486099,0.932700776,0,1,2
60.46096311,2.397915762,8.844169416,9.482361248,0.93269695,0,1,2
60.38866843,2.351122663,8.844102461,9.482557688,0.932670568,0,1,2
60.09570525,2.351122663,8.844014913,9.482694841,0.932647845,0,1,2
59.89189259,3.122498999,8.844223841,9.483364668,0.932604002,0,1,2
59.68370336,4.582575695,8.84435063,9.483387228,0.932615153,0,1,2
59.72106635,5.30199124,8.844563684,9.483756269,0.932601327,0,1,2
59.85767382,5.426273532,8.844564554,9.482992055,0.932676575,0,1,2
60.09680767,5.238744549,8.844637045,9.482525986,0.932730061,0,1,2
60.32050416,4.798726683,8.844568045,9.481913401,0.932783044,0,1,2
60.58892288,5.172040216,8.844625727,9.481930718,0.932787424,0,1,2
60.8536059,6.67291374,8.844567737,9.481857006,0.932788559,0,1,2
61.34835455,9.284096318,8.844382427,9.482021296,0.932752854,0,1,2
61.58464552,11.32229855,8.843909966,9.481493671,0.93275493,0,2,2
62.052946,13.13815478,8.843284912,9.481256147,0.932712372,0,2,2
62.55619657,14.70921858,8.842561885,9.480124228,0.93274747,0,2,2
62.9915076,15.97654531,8.841850602,9.479117532,0.932771492,0,2,2
63.15394216,16.22498074,8.840900427,9.478484488,0.932733544,0,4,2
63.5577701,16.31035799,8.842910582,9.480834222,0.932714398,0,4,2
64.06468565,16.49326462,8.842153298,9.479459025,0.932769821,0,4,2
64.73430201,17.22240143,8.841325659,9.478263039,0.9328002,0,4,2
64.8245302,17.00735135,8.840054343,9.476825409,0.932807555,0,4,2
65.08670159,16.02688713,8.839123198,9.476504247,0.93274091,0,4,2
65.47918259,15.36319556,8.841285957,9.477928575,0.932828929,0,4,2
65.15360343,13.64530851,8.840790153,9.477299248,0.932838557,0,4,2
65.0584368,11.74142713,8.839973632,9.478036558,0.932679841,0,4,2
65.01140594,8.786036902,8.839473696,9.47770381,0.932659838,0,4,2
65.06993031,5.545268253,8.839320316,9.475895527,0.932821631,0,4,2
64.87588799,2.958039892,8.838982524,9.475868917,0.932788602,0,4,2
64.66028896,3.140240614,8.838808448,9.475829524,0.93277411,0,4,2
64.50889169,4.031128874,8.838975908,9.475141041,0.932859561,0,4,2
64.40092984,4.816061092,8.839356149,9.475650822,0.932849502,0,4,2
63.48982587,7.762087348,8.839614906,9.476227095,0.932820079,0,4,2
63.4064785,9.479510067,8.840059127,9.478038294,0.932688691,0,4,2
63.48237802,10.16256748,8.840617666,9.4776411,0.932786711,0,4,2
63.03806047,11,8.841235258,9.476890932,0.932925716,0,4,2
62.87842994,11.20019841,8.838511356,9.475856996,0.932740053,0,4,2
63.31492077,9.833333333,8.839183566,9.475804513,0.932816159,0,4,2
63.62418445,8.125747829,8.839766674,9.473747576,0.933080241,0,4,2
64.40878634,7.921489759,8.839692137,9.475161437,0.932933143,0,4,2
64.83324562,9.260129589,8.83913058,9.474371331,0.932951673,0,4,2
65.90321295,14.29549269,8.838895449,9.473130399,0.933049064,0,4,2
66.62593508,18.9802529,8.841158374,9.475288695,0.933075356,0,4,2
66.48000318,21.15288265,8.840357566,9.475426718,0.93297725,0,4,2
66.23811984,20.78728244,8.83920194,9.476301735,0.932769153,0,4,2
65.53493559,17.59813753,8.838713319,9.477150202,0.932634086,0,4,2
64.70919804,14.7657637,8.838445968,9.477404161,0.932580886,0,4,2
64.6876261,12.02890038,8.838174143,9.478481253,0.932446233,0,4,2
65.13239234,10.85126721,8.838033625,9.475742356,0.932700921,0,4,2
65.60700041,10.13793755,8.837746955,9.472468685,0.932992998,0,4,2
66.59654484,11.06797181,8.837377664,9.471136145,0.933085274,0,4,2
67.46096285,13.03307758,8.83728779,9.468960987,0.933290126,0,4,2
68.76826788,18.39006374,8.837165402,9.468497986,0.933322837,0,4,2
69.8385311,24.6018292,8.839557938,9.472102185,0.933220289,0,4,2
70.0685654,28.4624509,8.838337845,9.471702214,0.933130882,0,4,2
70.50683541,29.56818861,8.836810248,9.47208192,0.932932202,0,4,2
70.21974508,27.32266052,8.838523926,9.47461981,0.932863176,0,4,2
68.72902416,22.45551157,8.837194624,9.474241498,0.932760119,0,4,2
67.15583245,18.52700731,8.836387933,9.476567529,0.932446047,0,4,2
65.7284649,21.07723891,8.836562451,9.477199776,0.932402256,0,4,2
64.95974407,26.6213156,8.835082954,9.474258302,0.932535579,0,4,2
64.80023121,30.94349689,8.83610907,9.47376005,0.932692935,0,4,2
64.7434363,32.55550815,8.837093583,9.471464096,0.933022972,0,4,2
64.99949621,31.42097672,8.838222329,9.470210618,0.933265656,0,4,2
65.07627823,26.51938494,8.836567337,9.467945197,0.933314162,0,4,2
64.98867803,18.57043648,8.837818781,9.469905415,0.933253121,0,4,2
65.28420773,10.35615759,8.838641276,9.47286988,0.933047892,0,4,2
65.46029564,4.51232879,8.839066654,9.474135577,0.932968141,0,4,2
64.66466664,3.468108674,8.839060923,9.474579508,0.932923822,0,4,2
64.36328589,4.693375947,8.838986332,9.476941357,0.932683447,0,4,2
63.71777742,7.5,8.839384723,9.477141603,0.932705777,0,4,2
62.9333259,11.9058809,8.840068872,9.477490654,0.932743613,0,4,2
62.06718501,17.02530796,8.840438549,9.479543138,0.932580655,0,4,2
61.70286744,20.60204952,8.838859524,9.477625823,0.93260271,0,4,2
61.54529883,22.63355425,8.839844461,9.476345213,0.932832676,0,3,2
61.38889986,22.7400772,8.840714511,9.477025637,0.932857507,0,3,2
60.9678809,20.92313977,8.84136342,9.477685015,0.932861074,0,3,2
60.64178978,19.42935923,8.839862533,9.476552976,0.932814131,0,3,2
60.37653321,16.81104135,8.841134798,9.477700774,0.932835401,0,3,2
60.28574092,13.66056774,8.842099047,9.479453208,0.93276467,0,3,2
60.36248902,10.64320336,8.842516693,9.480437692,0.932711862,0,3,2
60.09358701,9.726824308,8.842801687,9.48027497,0.932757933,0,3,2
59.87608393,9.422196017,8.843211943,9.481021433,0.932727766,0,2,2
59.6081761,8.888194417,8.843805528,9.482063654,0.932687846,0,2,2
59.35341229,8.246211251,8.844568682,9.482809181,0.932694997,0,2,2
58.97618328,9.192388155,8.842453661,9.481431814,0.93260742,0,2,2
58.56299196,11.0201835,8.842875095,9.482703052,0.932526838,0,2,2
58.0524732,13.67479433,8.843476823,9.482785164,0.932582218,0,2,2
57.97593159,14.92481156,8.844308594,9.483689588,0.932580987,0,2,2
57.70168945,15.0950691,8.844901921,9.48368142,0.932644353,0,2,2
57.78221061,14.30132084,8.845418525,9.4844449,0.932623745,0,2,2
57.83223274,12.67981773,8.845759466,9.484239822,0.93267986,0,2,2
58.20210886,10.10500426,8.843851045,9.481824776,0.932716144,0,2,2
58.3356208,7.218802609,8.843970273,9.481444553,0.932766123,0,2,2
58.35009425,5.172040216,8.844095553,9.482941119,0.932632128,0,2,2
58.08097198,4.123105626,8.844187335,9.483323508,0.9326042,0,2,2
57.54999837,5.024937811,8.844657634,9.484861105,0.932502599,0,2,2
57.20426893,6.772083218,8.845021342,9.485885695,0.93244022,0,2,2
57.10200998,8.237785571,8.84528672,9.48636741,0.932420845,0,2,2
57.06118361,9.461911951,8.845270196,9.48549612,0.932504751,0,2,2
57.18222552,10.04296326,8.845175027,9.48500652,0.932542852,0,2,2
57.45617635,9.382311963,8.84527111,9.484144672,0.932637725,0,2,2
57.74932877,8.094922963,8.845525596,9.483422259,0.932735605,0,2,2
58.08975841,7.262919523,8.845618789,9.483667528,0.932721309,0,2,2
58.29165314,8.032918385,8.845511437,9.484130478,0.932664461,0,2,2
58.196193,9.066115179,8.845370556,9.484553098,0.932608049,2,2,2
57.98852086,8.958236434,8.845293955,9.485333149,0.932523277,0,2,2
57.80709103,8.089774066,8.845272258,9.48598923,0.932456494,0,2,2
57.54189939,6.759766597,8.84516838,9.48598405,0.932446052,0,2,2
57.50831184,5.659308949,8.845008069,9.485977291,0.932429817,0,2,2
57.40356485,5.830951895,8.844853462,9.485126811,0.932497123,0,2,2
57.32357906,6.616477747,8.84491825,9.484685426,0.932547349,0,1,2
57.43694706,6.565905201,8.845062307,9.484378525,0.932592714,0,1,2
57.51656784,5.502524673,8.845329229,9.484294401,0.932629129,0,1,2
57.63000803,3.872983346,8.845467149,9.48438091,0.932635164,0,1,2
57.39991299,2.713136766,8.845543295,9.484942926,0.932587931,0,1,2
57.14836742,2.386303511,8.845773001,9.485790301,0.932528837,0,1,2
56.92565247,3.876567783,8.846094246,9.486347143,0.932507962,0,1,2
56.79334264,5.049752469,8.846460208,9.487022613,0.932480144,0,1,2
57.02257437,5.238744549,8.846512208,9.486747345,0.932512682,0,1,2
57.67489906,5.840471823,8.846364944,9.485818806,0.932588438,0,1,2
58.57118418,9.701088141,8.84587333,9.483647722,0.932750097,0,1,2
59.64336422,16.50757402,8.845153743,9.482087031,0.932827732,0,1,2
60.74243143,24.33105012,8.8442731,9.480547584,0.932886315,0,1,2
61.69379496,31.55198532,8.846135988,9.482428908,0.932897686,0,1,2
62.31866808,36.72003692,8.844984338,9.482167305,0.93280197,0,1,2
62.74305894,38.81043674,8.846337159,9.484817208,0.93268399,0,1,2
62.9250101,37.38352281,8.844693619,9.484287245,0.932562816,0,1,2
62.71733386,32.29336017,8.843035273,9.483447949,0.932470481,2,5,2
62.22833562,24.87021869,8.841583472,9.482721245,0.932388841,0,2,2
61.37684576,17.13022021,8.843188644,9.484383995,0.932394623,0,2,2
60.33565533,14.53444185,8.842971703,9.484123919,0.932397318,0,2,2
59.29513699,19.57677195,8.841060263,9.482408632,0.932364403,0,2,2
58.61303615,26.00961361,8.841969988,9.482759726,0.932425817,0,2,2
58.24812695,30.48952461,8.843041563,9.482440898,0.932570175,0,2,2
57.83643049,32.76600542,8.84410339,9.482291155,0.932696881,0,2,2
57.47900762,32.45937632,8.842774476,9.480574488,0.932725595,0,2,2
57.32078533,29.59917416,8.844137461,9.481529812,0.932775368,0,2,2
57.1190263,25.00555494,8.845569645,9.48277845,0.932803576,0,2,2
57.04956838,19.35200248,8.844272638,9.482422554,0.932701806,0,2,2
56.91727673,14.47411483,8.84503576,9.483794764,0.932647319,0,2,2
56.92697471,10.88577053,8.845683931,9.484755191,0.932621217,0,2,2
56.80022562,8.631338251,8.846124714,9.485132017,0.932630637,0,2,2
56.61063464,6.863753427,8.846556244,9.48630679,0.932560631,0,1,2
56.27009596,6.863753427,8.846898445,9.486930378,0.932535403,0,1,2
56.06187579,7.736996259,8.847474834,9.488125764,0.932478664,0,1,2
56.01387347,8.130873945,8.847917463,9.488264024,0.932511726,0,1,2
56.11104962,8,8.84822304,9.488517083,0.932519061,0,1,2
56.35305941,7.090682462,8.845783288,9.485462085,0.932562189,0,1,2
56.56170222,6.450667493,8.845710121,9.48502504,0.932597445,0,1,2
56.57841162,5.418589402,8.845749873,9.484854735,0.932618382,0,1,2
56.54619439,4.719934086,8.845985534,9.485785735,0.932551692,0,1,2
56.47510945,4.381146476,8.846275086,9.486509538,0.932511062,0,1,2
56.55646531,4.621808208,8.846367973,9.486847166,0.932487666,0,1,2
56.52079666,4.136557882,8.84846635,9.489108758,0.932486556,0,1,2
56.42833542,2.905932629,8.848125703,9.489013575,0.932460011,0,1,2
56.37100762,1.658312395,8.848006581,9.488647584,0.932483423,0,1,2
56.26945759,2.088327348,8.848207498,9.488442299,0.932524773,0,1,2
56.23042715,2.549509757,8.845999718,9.486369445,0.932495806,0,1,2
56.06763177,3.308238874,8.846044125,9.486752045,0.932462879,0,1,2
56.31064431,3.153481321,8.846141509,9.486603977,0.932487699,0,1,2
56.45639808,3.153481321,8.846136872,9.485598405,0.932586063,0,1,2
56.59003969,3.153481321,8.84599628,9.485769327,0.932554438,0,1,2
56.75995845,3.865804502,8.845798743,9.485718806,0.93253858,0,1,2
56.85625547,4.859126579,8.845868336,9.485608746,0.932556737,0,1,2
56.90226643,5.651941653,8.848259305,9.487809512,0.932592428,0,1,2
57.00159041,6.240548409,8.848054823,9.488569994,0.932496133,0,1,2
57.06936763,6.346477588,8.847752694,9.488105172,0.932509973,0,1,2
57.18246672,5.348935512,8.847482282,9.487676514,0.932523603,0,1,2
57.07293341,4.390646624,8.847193408,9.487437818,0.932516616,0,1,2
56.92507495,3.391164992,8.847045696,9.487582708,0.932486806,0,1,2
56.80919019,2.635231383,8.84705528,9.487640652,0.932482121,0,1,2
56.76199174,2.635231383,8.847191737,9.487648264,0.932495756,0,1,2
56.84005067,2.635231383,8.847160343,9.487410751,0.932515791,0,1,2
57.04500558,2.713136766,8.84700405,9.487006982,0.932539005,0,1,2
57.24510061,3.166666667,8.846824261,9.486144015,0.932604886,0,1,2
57.56046967,4.719934086,8.846702527,9.485866065,0.93261938,0,1,2
57.65047465,6.064468466,8.846598109,9.485550339,0.932639414,0,1,2
57.61804757,6.819090848,8.846493524,9.485930238,0.932591038,0,1,2
57.74465469,7.348469228,8.846344887,9.486531436,0.932516268,0,1,2
57.80378881,7.384292639,8.84623147,9.486235925,0.932533361,0,1,2
57.74076276,6.247221605,8.845887054,9.485822533,0.932537692,0,1,2
57.85598849,4.85054407,8.845467223,9.486167217,0.932459551,0,1,2
57.84841124,3.5,8.845254474,9.485104994,0.932541546,0,1,2
57.76824567,1.833333333,8.845207113,9.484715267,0.932574871,0,1,2
57.79432547,1.424000624,8.845066924,9.48509428,0.932522826,0,1,2
57.92151804,1.691481928,8.845057309,9.484855394,0.932545299,0,1,2
58.08990217,2.204792759,8.844948054,9.483933045,0.932624473,0,1,2
58.33007919,3.535533906,8.844701764,9.48400355,0.93259157,0,1,2
58.48822287,4.949747468,8.844387078,9.483477146,0.932610154,0,1,2
58.57987597,5.656854249,8.844232028,9.483208615,0.932620212,0,1,2
58.46967302,5.790317589,8.846597945,9.485831575,0.932611746,0,1,2
58.36466405,5.479760741,8.846522972,9.486451286,0.932542919,0,1,2
58.43905899,4.833333333,8.846453369,9.486452179,0.932535494,0,1,2
58.58092991,3.745367509,8.846270364,9.485865039,0.932573922,0,1,2
58.73210061,3.122498999,8.845893742,9.485280538,0.932591683,0,1,2
58.66490491,2.420973174,8.845532522,9.484654308,0.932615173,0,1,2
58.57490064,2.127857556,8.84552973,9.484590989,0.932621105,0,1,2
58.47587047,2.185812841,8.845696566,9.484949914,0.932603403,0,1,2
58.40764885,2.315407332,8.845901955,9.485519257,0.932569079,0,1,2
58.26509521,2.682246157,8.845853191,9.485539804,0.932561918,0,1,2
58.24769146,3.004626063,8.845775039,9.485654517,0.932542401,0,1,2
58.19985914,3.370624736,8.845795723,9.485175802,0.932591647,0,1,2
58.15490294,3.674234614,8.845960632,9.484970368,0.932629232,0,1,2
58.1891747,3.231786572,8.846090381,9.485226674,0.93261771,0,1,2
58.19345897,2.538591035,8.846220173,9.485420755,0.932612311,0,1,2
58.19963771,1.810463415,8.84636153,9.485410001,0.932628271,0,1,2
58.46965063,1.810463415,8.846396275,9.485447657,0.932628232,0,1,2
58.71037801,3.308238874,8.846311491,9.485095734,0.932653896,0,1,2
58.84537954,4.636809248,8.846068734,9.484584178,0.932678604,0,1,2
58.88565534,5.522680509,8.845812674,9.484752094,0.932635095,0,1,2
58.85349004,5.819030083,8.84571257,9.484840243,0.932615874,0,1,2
58.78096063,5.57773351,8.845721351,9.48509863,0.932591394,0,1,2
58.84304254,5.077182071,8.84557631,9.485362301,0.932550179,0,1,2
58.88700376,4.136557882,8.84531603,9.484992482,0.932559098,0,1,2
58.82918262,2.472066162,8.84500465,9.484337279,0.93259069,0,1,2
58.81185238,0.971825316,8.844847587,9.484233973,0.932584288,0,1,2
58.84285479,0.707106781,8.844923497,9.484023878,0.932612951,0,1,2
58.86386135,0.707106781,8.84502755,9.483824196,0.932643559,0,1,2
58.97535319,0.927960727,8.844966763,9.484073045,0.932612678,0,1,2
58.79238251,1,8.844823922,9.483888871,0.932615728,0,1,2
58.605659,1.658312395,8.844891028,9.484188307,0.932593359,0,1,2
58.66219437,1.870828693,8.845059734,9.484460473,0.932584385,0,1,2
58.76040363,1.802775638,8.845263859,9.484279207,0.932623731,0,1,2
58.83459549,1.802775638,8.845120923,9.484075257,0.932628715,0,1,2
59.01718148,2.242270675,8.844888407,9.48398186,0.932613383,0,1,2
59.22500487,3.140240614,8.844833988,9.483154537,0.932689007,0,1,2
59.3765284,4.314059702,8.844799591,9.4829868,0.932701877,0,1,2
59.37486444,5.06074215,8.844668299,9.483351539,0.93265216,0,1,2
59.16291029,5.027701043,8.844523021,9.483685723,0.932603977,2,5,2
58.90237797,4.456580652,8.844516112,9.484316078,0.932541265,2,2,2
58.89732551,3.940530139,8.844634893,9.48451103,0.93253462,0,2,2
59.41216712,3.855011169,8.844586033,9.483810296,0.932598371,0,2,2
60.13252276,6.461423992,8.844077114,9.482120991,0.932710848,0,2,2
60.84480274,10.45227248,8.843257051,9.480381642,0.93279547,0,2,2
61.73748132,16.00781059,8.842493369,9.479008767,0.932850004,0,2,2
62.7817416,22.47838468,8.844744983,9.480459102,0.932944796,0,2,2
63.60593981,28.20657922,8.843943663,9.479574851,0.932947289,0,2,2
64.19694855,32.07716391,8.84254508,9.479749357,0.932782582,2,5,2
64.01538859,31.83071542,8.843854868,9.481824134,0.932716611,3,5,2
63.56607331,27.92599347,8.842624276,9.481854053,0.932583884,0,3,2
62.963731,22.31653597,8.841698253,9.482321539,0.932440249,0,2,2
62.09998462,17.29482903,8.841170574,9.482253379,0.932391302,0,2,2
60.96760413,16.84075744,8.840840117,9.482335431,0.932348384,0,2,2
59.95199349,22.38551119,8.841289108,9.482608919,0.932368843,0,2,2
59.23549538,28.84489171,8.84238859,9.482016992,0.932543002,0,2,2
59.02242207,32.41955857,8.841338031,9.479724771,0.932657671,0,2,2
59.02320078,32.06633749,8.84237794,9.47952694,0.932786836,0,2,2
58.94968541,29.4283499,8.843338451,9.47943405,0.932897302,0,2,2
58.70783277,25.29822128,8.841773325,9.477997034,0.932873612,0,2,2
58.75888087,19.22888452,8.843077672,9.480032249,0.932810927,0,2,2
59.02374792,12.14610134,8.844176631,9.481088653,0.932822902,0,2,2
59.09805825,6.383572667,8.844617659,9.482084871,0.932771408,0,2,2
59.01774487,3.032234233,8.844425831,9.483242809,0.932637285,0,2,2
59.15421541,2.692582404,8.84445994,9.483496028,0.93261598,0,2,2
59.33363917,3.35824028,8.844749448,9.482816537,0.932713336,0,2,2
59.50205524,4.390646624,8.844690729,9.483204406,0.932668996,0,2,2
59.4694618,5.002777007,8.844243066,9.483477586,0.932594925,0,2,2
59.23191026,4.186618896,8.843980455,9.483182523,0.93259625,0,2,2
58.93228901,3.586239132,8.844084283,9.483499859,0.932575991,0,4,2
58.91786268,3.840572874,8.844379851,9.484236314,0.932534741,0,4,2
59.04442879,3.9086798,8.844454179,9.483784657,0.932586989,0,4,2
58.87544698,4.265494631,8.844221854,9.48333794,0.932606421,0,4,2
58.40767795,6.139580152,8.844036918,9.483613749,0.932559797,0,4,2
58.2261658,7.599342077,8.844535532,9.484130668,0.932561543,0,4,2
58.34603059,7.451696302,8.845309902,9.483986183,0.932657401,0,4,2
58.46026705,6.287112038,8.845600018,9.48427851,0.932659243,0,4,2
58.79632452,5.24669208,8.845300057,9.484407572,0.932614925,0,4,2
58.83257567,5.15051238,8.845097629,9.483285477,0.93270393,0,4,2
58.93759637,5.15051238,8.845278243,9.483139054,0.932737377,0,4,2
59.14662305,5.5,8.84544456,9.483982783,0.932671934,0,4,2
59.1504643,6.098724821,8.845501984,9.484239014,0.932652791,0,4,2
58.82960031,5.819030083,8.845184873,9.48458918,0.932584923,0,4,2
58.43885277,5.15051238,8.844982229,9.485588281,0.932465332,0,4,2
